Image Names	Problem_colors	Contrasts	Labels	Distance	Conclusion
elife-39775-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-39775-fig7-v2	TRUE	Y	N	N	Probably problematic
elife-39813-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-39813-fig1-v3	TRUE	Y	N	Y	Definitely okay
elife-39907-fig3-v2	FALSE				Definitely okay
elife-39907-fig6-v2	FALSE				Definitely okay
elife-39981-fig1-v2	TRUE	Y	NA	N	Definitely okay
elife-39981-fig3-v2.jpg	FALSE				Definitely okay
elife-40093-fig3-v1	TRUE	N	N	N	Definitely problematic
elife-40126-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-40126-fig3-v2.jpg	FALSE				Definitely okay
elife-40167-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-40179-fig3-v2.jpg	FALSE				Definitely okay
elife-40199-fig3-v1	TRUE	N	N	N	Definitely problematic
elife-40199-fig7-v1	FALSE				Definitely okay
elife-40212-fig4-v3.jpg	TRUE	Y	Y	Y	Definitely okay
elife-40228-fig6-v2	FALSE				Definitely okay
elife-40232-fig2-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-40308-fig3-v2	TRUE	Y	Y	Y	Definitely okay
elife-40325-fig11-v2	TRUE	N	N	N	Definitely problematic
elife-40325-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-40364-fig1-v1	TRUE	Y	N	Y	Definitely okay
elife-40364-fig6-v1	TRUE	Y	Y	Y	Definitely okay
elife-40372-fig1-v2	FALSE				Definitely okay
elife-40372-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-40385-fig1-v2.jpg	FALSE				Definitely okay
elife-40429-fig2-v2	TRUE	NA	NA	Y	Definitely okay
elife-40470-fig9-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-40474-fig6-v2	TRUE	Y	Y	Y	Definitely okay
elife-40487-fig8-v1	TRUE	Y	Y	N	Definitely okay
elife-40499-fig6-v2	TRUE	Y	Y	Y	Definitely okay
elife-40556-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-40576-fig2-v2.jpg	FALSE				Definitely okay
elife-40578-fig1-v2	FALSE				Definitely okay
elife-40578-fig2-v2.jpg	FALSE				Definitely okay
elife-40670-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-40757-fig3-v1.jpg	TRUE	Y	N	Y	Definitely okay
elife-40760-fig4-v1	TRUE	Y	Y	Y	Definitely okay
elife-40811-fig8-v2	TRUE	Y	Y	Y	Definitely okay
elife-40815-fig5-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-40818-fig1-v2	TRUE	Y	NA	Y	Definitely okay
elife-40818-fig2-v2.jpg	TRUE	Y	N	N	Probably okay
elife-40818-fig4-v1	TRUE	Y	Y	Y	Definitely okay
elife-40843-fig1-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-40843-fig5-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-40856-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-40889-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-40907-fig1-v3	FALSE				Definitely okay
elife-40907-fig9-v3	FALSE				Definitely okay
elife-40919-fig4-v1.jpg	TRUE	Y	N	Y	Definitely okay
elife-40947-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-40947-fig4-v2	TRUE	N	N	N	Definitely problematic
elife-40969-fig4-v2.jpg	FALSE				Definitely okay
elife-40970-fig1-v2	FALSE				Definitely okay
elife-40977-fig2-v1	FALSE				Definitely okay
elife-40984-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-40986-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-40988-fig1-v2.jpg	FALSE				Gray-scale
elife-41017-fig4-v1	FALSE				Definitely okay
elife-41038-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-41044-fig1-v1	FALSE				Gray-scale
elife-41044-fig3-v2	FALSE				Definitely okay
elife-41050-fig7-v2.jpg	TRUE	Y	N	N	Probably okay
elife-41076-fig4-v2.jpg	TRUE	Y	Y	N	Probably okay
elife-41090-fig2-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-41091-fig4-v1	TRUE	Y	NA	N	Definitely okay
elife-41093-fig14-v1.jpg	FALSE				Definitely okay
elife-41093-fig4-v1	TRUE	Y	Y	N	Definitely okay
elife-41093-fig5-v1	TRUE	N	N	N	Definitely problematic
elife-41103-fig6-v2	TRUE	Y	Y	N	Definitely okay
elife-41112-fig2-v3	TRUE	Y	N	Y	Definitely okay
elife-41124-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-41139-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-41140-fig1-v2	FALSE				Definitely okay
elife-41156-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-41156-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-41159-fig5-v2	TRUE	Y	N	Y	Definitely okay
elife-41223-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-41239-fig4-v1	TRUE	N	N	N	Definitely problematic
elife-41241-fig1-v2	FALSE				Definitely okay
elife-41301-fig4-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-41313-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-41313-fig4-v2.jpg	TRUE	Y	N	N	Probably okay
elife-41331-fig2-v2	FALSE				Gray-scale
elife-41331-fig7-v2	TRUE	Y	N	N	Probably problematic
elife-41378-fig4-v2	FALSE				Definitely okay
elife-41418-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-41418-fig5-v1	TRUE	Y	N	N	Definitely okay
elife-41444-fig1-v2	FALSE				Definitely okay
elife-41444-fig6-v2.jpg	FALSE				Definitely okay
elife-41461-fig7-v1	TRUE	Y	Y	Y	Definitely okay
elife-41517-fig7-v1	TRUE	N	N	N	Definitely problematic
elife-41520-fig2-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-41574-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-41586-fig3-v2.jpg	FALSE				Definitely okay
elife-41623-fig6-v1	TRUE	Y	N	N	Definitely okay
elife-41627-fig2-v3	TRUE	Y	Y	N	Definitely okay
elife-41637-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-41641-fig5-v2	TRUE	Y	N	Y	Definitely okay
elife-41661-fig8-v2	TRUE	Y	N	N	Definitely okay
elife-41703-fig13-v1	FALSE				Definitely okay
elife-41723-fig6-v1	TRUE	Y	Y	N	Definitely okay
elife-41741-fig4-v2	FALSE				Definitely okay
elife-41741-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-41769-fig3-v1	TRUE	Y	NA	N	Definitely okay
elife-41770-fig2-v2	TRUE	Y	NA	Y	Definitely okay
elife-41770-fig5-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-41771-fig10-v2	FALSE				Definitely okay
elife-41792-fig7-v2	TRUE	Y	NA	N	Definitely okay
elife-41800-fig7-v2	FALSE				Definitely okay
elife-41814-fig7-v1	TRUE	Y	Y	Y	Definitely okay
elife-41836-fig5-v1.jpg	FALSE				Gray-scale
elife-41841-fig3-v2	FALSE				Definitely okay
elife-41841-fig8-v2	FALSE				Definitely okay
elife-41844-fig3-v2	TRUE	Y	Y	Y	Definitely okay
elife-41848-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-41855-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-41855-fig4-v2.jpg	FALSE				Definitely okay
elife-41869-fig1-v1	TRUE	NA	NA	Y	Definitely okay
elife-41869-fig2-v1	FALSE				Definitely okay
elife-41873-fig6-v2.jpg	FALSE				Definitely okay
elife-41896-fig1-v1	TRUE	Y	Y	N	Definitely okay
elife-41913-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-41925-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-41930-fig1-v2	TRUE	Y	Y	N	Definitely okay
elife-41968-fig6-v2	TRUE	NA	NA	Y	Definitely okay
elife-42015-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-42015-fig8-v2	FALSE				Definitely okay
elife-42049-fig7-v1	FALSE				Definitely okay
elife-42068-fig3-v2	TRUE	Y	N	Y	Definitely okay
elife-42129-fig3-v2	FALSE				Definitely okay
elife-42144-fig9-v2	TRUE	NA	NA	Y	Definitely okay
elife-42149-fig6-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-42150-fig1-v3	TRUE	Y	N	N	Definitely okay
elife-42150-fig2-v3.jpg	TRUE	Y	N	N	Probably okay
elife-42150-fig4-v2	TRUE	Y	N	Y	Definitely okay
elife-42150-fig5-v3	TRUE	Y	Y	N	Definitely okay
elife-42150-fig6-v3	TRUE	Y	Y	N	Definitely okay
elife-42150-fig7-v3	TRUE	Y	Y	N	Definitely okay
elife-42156-fig9-v2	FALSE				Definitely okay
elife-42182-fig6-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-42270-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-42282-fig8-v1	FALSE				Definitely okay
elife-42372-fig2-v1	FALSE				Definitely okay
elife-42383-fig5-v2	FALSE				Definitely okay
elife-42400-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-42413-fig7-v1	TRUE	Y	N	N	Definitely okay
elife-42426-fig8-v2	TRUE	Y	Y	Y	Definitely okay
elife-42434-fig3-v1	TRUE	NA	NA	Y	Definitely okay
elife-42463-fig1-v1.jpg	FALSE				Definitely okay
elife-42499-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-42499-fig4-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-42528-fig6-v2.jpg	FALSE				Definitely okay
elife-42571-fig7-v1	TRUE	Y	NA	Y	Definitely okay
elife-42599-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-42628-fig2-v3.jpg	FALSE				Definitely okay
elife-42628-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-42628-fig8-v4.jpg	FALSE				Definitely okay
elife-42633-fig1-v1.jpg	TRUE	Y	NA	Y	Definitely okay
elife-42633-fig8-v1	TRUE	Y	Y	N	Definitely okay
elife-42660-fig2-v2	FALSE				Gray-scale
elife-42669-fig4-v1	TRUE	Y	N	N	Definitely okay
elife-42670-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-42675-fig1-v2	TRUE	N	N	N	Definitely problematic
elife-42690-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-42693-fig3-v2	TRUE	Y	Y	Y	Definitely okay
elife-42720-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-42746-fig4-v2	FALSE				Definitely okay
elife-42746-fig5-v2.jpg	FALSE				Definitely okay
elife-42747-fig3-v1.jpg	TRUE	Y	N	N	Probably okay
elife-42747-fig4-v1	FALSE				Definitely okay
elife-42762-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-42786-fig6-v2	TRUE	Y	Y	Y	Definitely okay
elife-42806-fig4-v2	FALSE				Definitely okay
elife-42819-fig4-v2	FALSE				Definitely okay
elife-42888-fig2-v1	TRUE	Y	 N	Y	Definitely okay
elife-42906-fig1-v3	TRUE	N	N	N	Definitely problematic
elife-42906-fig2-v4	TRUE	Y	N	Y	Definitely okay
elife-42906-fig3-v3	TRUE	Y	N	Y	Definitely okay
elife-42930-fig1-v2	FALSE				Definitely okay
elife-42930-fig5-v2	FALSE				Definitely okay
elife-42930-fig6-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-42940-fig5-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-42959-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-42959-fig3-v2.jpg	FALSE				Definitely okay
elife-42959-fig5-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-42988-fig1-v2	FALSE				Definitely okay
elife-42988-fig4-v2	TRUE	Y	NA	Y	Definitely okay
elife-42988-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-42992-fig1-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-43008-fig3-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-43022-fig6-v2.jpg	TRUE	Y	N	N	Probably okay
elife-43024-fig7-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-43045-fig10-v2	FALSE				Definitely okay
elife-43045-fig8-v3	FALSE				Definitely okay
elife-43059-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-43079-fig4-v1	TRUE	NA	NA	Y	Definitely okay
elife-43101-fig5-v2	TRUE	Y	Y	Y	Definitely okay
elife-43128-fig3-v2	TRUE	N	N	Y	Definitely problematic
elife-43158-fig2-v2.jpg	FALSE				Definitely okay
elife-43186-fig1-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-43191-fig5-v2	TRUE	Y	Y	N	Definitely okay
elife-43204-fig1-v1	TRUE	Y	N	N	Probably okay
elife-43229-fig2-v3.jpg	TRUE	Y	N	N	Probably okay
elife-43229-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-43229-fig7-v3	FALSE				Definitely okay
elife-43231-fig4-v2.jpg	TRUE	N	Y	Y	Probably okay
elife-43244-fig8-v1	TRUE	Y	N	N	Definitely okay
elife-43257-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-43257-fig4-v1.jpg	TRUE	Y	N	Y	Definitely okay
elife-43284-fig1-v2	TRUE	Y	Y	N	Probably okay
elife-43320-fig1-v2	TRUE	Y	N	 N	Definitely okay
elife-43333-fig6-v1.jpg	FALSE				Definitely okay
elife-43352-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-43434-fig2-v2.jpg	TRUE	N	N	N	Probably problematic
elife-43560-fig2-v1.jpg	TRUE	Y	N	N	Probably problematic
elife-43582-fig5-v2	FALSE				Definitely okay
elife-43598-fig3-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-43606-fig1-v3	FALSE				Definitely okay
elife-43606-fig3-v3	TRUE	Y	Y	N	Definitely okay
elife-43606-fig6-v3.jpg	TRUE	N	N	Y	Probably problematic
elife-43620-fig2-v2	FALSE				Definitely okay
elife-43620-fig5-v3.jpg	TRUE	Y	Y	N	Definitely okay
elife-43646-fig3-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-43654-fig3-v2	TRUE	Y	N	Y	Definitely okay
elife-43668-fig1-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-43668-fig4-v1	TRUE	N	N	N	Definitely problematic
elife-43696-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-43696-fig2-v1	FALSE				Definitely okay
elife-43696-fig6-v1	FALSE				Definitely okay
elife-43735-fig9-v3.jpg	TRUE	Y	Y	N	Definitely okay
elife-43738-fig1-v1	TRUE	NA	NA	Y	Definitely okay
elife-43761-fig5-v2	TRUE	Y	Y	Y	Definitely okay
elife-43770-fig3-v2	FALSE				Definitely okay
elife-43775-fig4-v1	FALSE				Definitely okay
elife-43788-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-43789-fig3-v1	FALSE				Definitely okay
elife-43789-fig4-v1	FALSE				Definitely okay
elife-43789-fig6-v1	FALSE				Definitely okay
elife-43808-fig6-v2	FALSE				Definitely okay
elife-43821-fig1-v1	TRUE	Y	 N	Y	Definitely okay
elife-43842-fig4-v1	FALSE				Definitely okay
elife-43882-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-43882-fig6-v2	TRUE	N	N	N	Definitely problematic
elife-43890-fig1-v2.jpg	TRUE	Y	N	N	Probably okay
elife-43920-fig4-v2	FALSE				Definitely okay
elife-43920-fig5-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-43990-fig2-v2.jpg	FALSE				Definitely okay
elife-43996-fig5-v2	FALSE				Definitely okay
elife-43996-fig6-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-43999-fig5-v2	TRUE	Y	Y	N	Definitely okay
elife-44006-fig5-v3	TRUE	NA	NA	Y	Definitely okay
elife-44006-fig6-v3	TRUE	Y	N	N	Definitely okay
elife-44031-fig6-v1.jpg	TRUE	Y	N	N	Probably okay
elife-44032-fig2-v3	TRUE	Y	N	Y	Definitely okay
elife-44036-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-44039-fig6-v2	TRUE	Y	N	N	Probably okay
elife-44056-fig2-v1	FALSE				Definitely okay
elife-44063-fig5-v3	TRUE	Y	N	N	Definitely okay
elife-44071-fig7-v2	TRUE	Y	N	N	Definitely okay
elife-44111-fig1-v1	TRUE	Y	N	N	Definitely okay
elife-44111-fig6-v1	FALSE				Definitely okay
elife-44119-fig4-v2	FALSE				Definitely okay
elife-44146-fig7-v2	FALSE				Definitely okay
elife-44158-fig4-v1	FALSE				Definitely okay
elife-44158-fig5-v1.jpg	TRUE	Y	N	N	Definitely okay
elife-44161-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-44161-fig3-v2	TRUE	Y	Y	N	Definitely okay
elife-44171-fig5-v2	TRUE	Y	Y	Y	Definitely okay
elife-44179-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-44187-fig2-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-44210-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-44210-fig6-v2	TRUE	Y	N	N	Definitely okay
elife-44210-fig7-v2	FALSE				Definitely okay
elife-44213-fig5-v1	FALSE				Definitely okay
elife-44215-fig7-v1.jpg	FALSE				Definitely okay
elife-44235-fig1-v2	FALSE				Definitely okay
elife-44245-fig2-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-44248-fig3-v3	TRUE	Y	N	Y	Definitely okay
elife-44252-fig1-v1	TRUE	Y	N	N	Definitely okay
elife-44269-fig1-v2	FALSE				Definitely okay
elife-44278-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-44279-fig9-v2	TRUE	Y	Y	N	Definitely okay
elife-44288-fig2-v2	FALSE				Definitely okay
elife-44320-fig3-v2	FALSE				Definitely okay
elife-44341-fig2-v2	FALSE				Definitely okay
elife-44345-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-44352-fig7-v2	TRUE	Y	Y	Y	Definitely okay
elife-44353-fig5-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-44364-fig8-v3	TRUE	Y	N	N	Definitely okay
elife-44365-fig3-v2	TRUE	Y	N	N	Definitely okay
elife-44392-fig3-v2	TRUE	Y	Y	Y	Definitely okay
elife-44431-fig3-v3.jpg	TRUE	N	N	N	Definitely problematic
elife-44431-fig6-v3.jpg	TRUE	Y	Y	N	Definitely okay
elife-44431-fig8-v2	TRUE	Y	Y	N	Definitely okay
elife-44436-fig3-v1	TRUE	Y	Y	Y	Definitely okay
elife-44436-fig5-v1	TRUE	Y	N	Y	Definitely okay
elife-44436-fig7-v1	TRUE	NA	NA	Y	Definitely okay
elife-44454-fig7-v2	FALSE				Definitely okay
elife-44455-fig10-v1.jpg	TRUE	Y	N	N	Probably okay
elife-44474-fig4-v2	FALSE				Gray-scale
elife-44487-fig1-v1	TRUE	Y	Y	Y	Definitely okay
elife-44487-fig2-v2	FALSE				Definitely okay
elife-44487-fig4-v1	FALSE				Definitely okay
elife-44502-fig3-v2.jpg	FALSE				Gray-scale
elife-44502-fig6-v2	FALSE				Gray-scale
elife-44519-fig1-v3	TRUE	Y	Y	N	Definitely okay
elife-44526-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-44527-fig1-v2.jpg	FALSE				Definitely okay
elife-44527-fig6-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-44532-fig8-v1	FALSE				Definitely okay
elife-44552-fig2-v3	TRUE	N	N	N	Definitely problematic
elife-44571-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-44591-fig9-v1	FALSE				Definitely okay
elife-44649-fig7-v1	FALSE				Definitely okay
elife-44667-fig3-v3	FALSE				Definitely okay
elife-44674-fig2-v2	TRUE	Y	NA	Y	Definitely okay
elife-44698-fig2-v1	TRUE	Y	Y	N	Definitely okay
elife-44702-fig2-v1	TRUE	N	N	N	Definitely problematic
elife-44702-fig7-v2	TRUE	N	N	N	Definitely problematic
elife-44707-fig10-v2	TRUE	Y	Y	N	Definitely okay
elife-44760-fig3-v3	TRUE	Y	Y	N	Definitely okay
elife-44766-fig2-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-44766-fig4-v2	FALSE				Definitely okay
elife-44766-fig6-v2	FALSE				Gray-scale
elife-44795-fig8-v2	TRUE	Y	Y	Y	Definitely okay
elife-44816-fig5-v1	TRUE	N	N	N	Definitely problematic
elife-44830-fig2-v2	FALSE				Gray-scale
elife-44830-fig7-v2	TRUE	N	N	N	Definitely problematic
elife-44838-fig3-v1	FALSE				Definitely okay
elife-44860-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-44912-fig1-v1	FALSE				Definitely okay
elife-44928-fig2-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-44928-fig5-v2.jpg	TRUE	N	N	N	Definitely problematic
elife-44928-fig8-v1	TRUE	N	N	N	Definitely problematic
elife-44937-fig9-v3	TRUE	Y	Y	N	Definitely okay
elife-44941-fig4-v1.jpg	TRUE	Y	Y	N	Definitely okay
elife-44942-fig4-v1.jpg	FALSE				Definitely okay
elife-44964-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-45002-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-45002-fig6-v2.jpg	TRUE	Y	N	N	Probably okay
elife-45009-fig1-v1.jpg	TRUE	Y	N	N	Definitely okay
elife-45009-fig5-v1	FALSE				Gray-scale
elife-45019-fig8-v1	TRUE	Y	N	N	Probably okay
elife-45040-fig3-v1	FALSE				Definitely okay
elife-45040-fig8-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-45051-fig2-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-45068-fig4-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-45100-fig10-v2.jpg	FALSE				Definitely okay
elife-45114-fig5-v1	TRUE	N	N	N	Definitely problematic
elife-45181-fig1-v2	TRUE	Y	NA	Y	Definitely okay
elife-45185-fig2-v1	TRUE	Y	Y	N	Definitely okay
elife-45199-fig4-v3.jpg	TRUE	Y	Y	Y	Definitely okay
elife-45199-fig5-v2.jpg	FALSE				Definitely okay
elife-45205-fig5-v1	TRUE	Y	NA	N	Definitely okay
elife-45210-fig5-v2	FALSE				Definitely okay
elife-45221-fig2-v2	TRUE	N	N	N	Definitely problematic
elife-45221-fig4-v2	FALSE				Definitely okay
elife-45221-fig5-v2	TRUE	Y	Y	N	Definitely okay
elife-45241-fig4-v2	FALSE				Definitely okay
elife-45248-fig5-v2.jpg	TRUE	N	N	N	Probably problematic
elife-45249-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-45274-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-45274-fig7-v2	FALSE				Definitely okay
elife-45303-fig1-v2	TRUE	N	Y	N	Probably okay
elife-45306-fig6-v2	FALSE				Definitely okay
elife-45310-fig3-v1	TRUE	NA	NA	Y	Definitely okay
elife-45310-fig8-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-45311-fig3-v2	FALSE				Definitely okay
elife-45311-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-45313-fig6-v1.jpg	FALSE				Definitely okay
elife-45342-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-45342-fig7-v2.jpg	FALSE				Definitely okay
elife-45342-fig8-v2	TRUE	Y	N	N	Definitely okay
elife-45345-fig4-v1	FALSE				Definitely okay
elife-45396-fig1-v2	TRUE	Y	N	N	Definitely okay
elife-45403-fig3-v2.jpg	TRUE	Y	N	N	Probably okay
elife-45403-fig4-v2	TRUE	Y	Y	N	Definitely okay
elife-45403-fig5-v2	TRUE	Y	Y	N	Definitely okay
elife-45418-fig2-v2	FALSE				Definitely okay
elife-45418-fig3-v2	TRUE	NA	NA	Y	Definitely okay
elife-45421-fig3-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-45508-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-45512-fig3-v2	TRUE	Y	N	N	Probably okay
elife-45542-fig2-v1	TRUE	Y	Y	Y	Definitely okay
elife-45559-fig3-v1.jpg	TRUE	N	N	N	Definitely problematic
elife-45559-fig7-v1	TRUE	Y	N	N	Probably problematic
elife-45559-fig9-v2	TRUE	N	N	N	Definitely problematic
elife-45572-fig3-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-45650-fig7-v3.jpg	FALSE				Definitely okay
elife-45672-fig4-v2.jpg	TRUE	Y	Y	Y	Definitely okay
elife-45789-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-45801-fig2-v2	TRUE	Y	Y	N	Definitely okay
elife-45807-fig4-v2	FALSE				Definitely okay
elife-45851-fig3-v1	FALSE				Definitely okay
elife-45873-fig2-v3	FALSE				Definitely okay
elife-45905-fig6-v3	TRUE	NA	NA	Y	Definitely okay
elife-45909-fig4-v2	TRUE	Y	Y	Y	Definitely okay
elife-45946-fig1-v2	TRUE	NA	NA	Y	Definitely okay
elife-45954-fig7-v2.jpg	FALSE				Definitely okay
elife-45968-fig5-v2	FALSE				Definitely okay
elife-46003-fig8-v2	TRUE	Y	Y	N	Definitely okay
elife-46007-fig3-v1	TRUE	N	N	N	Definitely problematic
elife-46012-fig3-v2	TRUE	N	N	N	Definitely problematic
elife-46028-fig2-v2	FALSE				Definitely okay
elife-46028-fig7-v2	TRUE	Y	Y	Y	Definitely okay
elife-46054-fig2-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-46054-fig5-v2	TRUE	Y	N	Y	Definitely okay
elife-46070-fig2-v2	TRUE	Y	N	N	Definitely okay
elife-46080-fig5-v2	FALSE				Definitely okay
elife-46084-fig4-v2	FALSE				Definitely okay
elife-46096-fig2-v2	TRUE	Y	Y	Y	Definitely okay
elife-46112-fig2-v4	TRUE	NA	NA	Y	Definitely okay
elife-46112-fig4-v3	TRUE	Y	N	Y	Definitely okay
elife-46112-fig5-v4	FALSE				Gray-scale
elife-46131-fig3-v1.jpg	FALSE				Definitely okay
elife-46131-fig6-v1.jpg	FALSE				Definitely okay
elife-46156-fig1-v2	FALSE				Gray-scale
elife-46156-fig5-v2	FALSE				Definitely okay
elife-46159-fig4-v1	TRUE	Y	Y	N	Definitely okay
elife-46159-fig7-v1	TRUE	Y	N	N	Definitely okay
elife-46165-fig1-v1	TRUE	Y	N	N	Definitely okay
elife-46188-fig7-v2	TRUE	N	N	N	Definitely problematic
elife-46188-fig8-v2.jpg	TRUE	Y	N	Y	Definitely okay
elife-46202-fig2-v2	FALSE				Definitely okay
elife-46205-fig6-v1	TRUE	Y	N	Y	Definitely okay
elife-46205-fig7-v1.jpg	TRUE	Y	N	Y	Definitely okay
elife-46207-fig1-v2	TRUE	Y	Y	Y	Definitely okay
elife-46207-fig2-v2	TRUE	Y	NA	Y	Definitely okay
elife-46258-fig3-v1	TRUE	N	N	N	Definitely problematic
elife-46267-fig4-v2.jpg	TRUE	N	N	N	Probably problematic
elife-46269-fig1-v3.jpg	TRUE	Y	N	Y	Definitely okay
elife-46302-fig1-v2.jpg	TRUE	Y	N	N	Definitely okay
elife-46302-fig4-v2	TRUE	Y	N	N	Definitely okay
elife-46313-fig2-v3.jpg	TRUE	Y	N	N	Probably okay
elife-46313-fig7-v5	TRUE	Y	Y	Y	Definitely okay
elife-46315-fig2-v2	TRUE	NA	NA	Y	Definitely okay
elife-46315-fig5-v2	TRUE	N	N	N	Definitely problematic
elife-46321-fig1-v1	TRUE	Y	N	N	Definitely okay
elife-46327-fig4-v1.jpg	TRUE	Y	Y	Y	Definitely okay
elife-46351-fig1-v2.jpg	TRUE	Y	Y	N	Definitely okay
elife-46356-fig1-v2	FALSE				Definitely okay
elife-46356-fig5-v2	TRUE	Y	N	N	Definitely okay
elife-46359-fig2-v2	TRUE	Y	N	Y	Definitely okay
