,article_id,image_file_path,is_rgb,max_ratio,num_high_ratios,proportion_high_ratio_pixels,mean_delta,euclidean_distance_metric,firstPart,secondPart
22526,28447,elife-28447-fig2-v2.jpg,1,10.175013232034209,128.0,0.0854269293924466,0.0742055237903277,21.37755832643195,Images,28447
22646,28619,elife-28619-fig4-v2.jpg,1,10.732455484986104,169.0,0.045949720670391,0.0835813103629731,9.433981132056603,Images,28619
22707,28671,elife-28671-fig10-v2.jpg,1,14.362757580272248,75.0,0.1225458468176914,0.1288081790947284,39.96248240537617,Images,28671
22739,28685,elife-28685-fig5-v2.jpg,1,10.574937743147451,22.0,0.0998518518518518,0.1038436714962667,20.248456731316587,Images,28685
22918,28951,elife-28951-fig4-v2.jpg,1,8.86168068812569,17.0,0.0113944223107569,0.0208713099236399,25.495097567963924,Images,28951
22934,28974,elife-28974-fig3-v3.jpg,1,11.288993042118946,21.0,0.015343777197563,0.031086989865377,2.0,Images,28974
23027,29086,elife-29086-fig4-v3.jpg,1,11.058731592204891,30.0,0.0212152777777777,0.0380330144490367,15.264337522473747,Images,29086
23034,29087,elife-29087-fig1-v2.jpg,1,17.568546781649722,28.0,0.0147510822510822,0.0620842996708972,7.280109889280518,Images,29087
23065,29107,elife-29107-fig3-v3.jpg,1,11.34617840554593,53.0,0.0090673575129533,0.0143994044072009,12.041594578792296,Images,29107
23097,29118,elife-29118-fig2-v2.jpg,1,10.677726461743948,184.0,0.0134788937409024,0.0513430386379923,3.0,Images,29118
23138,29154,elife-29154-fig3-v1.jpg,1,12.052652303563866,73.0,0.0795682539682539,0.0382821974692667,23.43074902771996,Images,29154
23269,29303,elife-29303-fig5-v3.jpg,1,10.879828714124498,28.0,0.0584126984126984,0.0119825030587229,12.206555615733702,Images,29303
23315,29330,elife-29330-fig7-v1.jpg,1,8.713169926940425,14.0,0.0109649122807017,0.0762337246298005,14.142135623730953,Images,29330
23401,29507,elife-29507-fig7-v2.jpg,1,10.728880258047733,129.0,0.006139747995418,0.0737692005327079,28.535347460790724,Images,29507
23436,29539,elife-29539-fig2-v4.jpg,1,8.77028541887818,29.0,0.0206866952789699,0.0523496815983113,2.0,Images,29539
23676,29845,elife-29845-fig4-v1.jpg,1,12.032039698102798,13.0,0.0075785207700101,0.1147353368190764,23.39666597174489,Images,29845
23823,30005,elife-30005-fig5-v2.jpg,1,9.91700375598754,10.0,0.0024093264248704,0.0336177432832748,8.94427190999916,Images,30005
23853,30057,elife-30057-fig1-v1.jpg,1,8.848913044810761,26.0,0.1158333333333333,0.0442844341739346,13.319937659570371,Images,30057
23857,30057,elife-30057-fig5-v1.jpg,1,7.985791074749434,2.0,0.0007518796992481203,0.011532373271051,29.154759474226505,Images,30057
23869,30058,elife-30058-fig8-v2.jpg,1,8.39798573792261,8.0,0.0517512437810945,0.025423252841966,22.47220505424423,Images,30058
23930,30115,elife-30115-fig1-v2.jpg,0,,,,,,Images,30115
23955,30135,elife-30135-fig10-v4.jpg,0,,,,,,Images,30135
24104,30395,elife-30395-fig1-v2.jpg,1,11.188208679015268,45.0,0.0514923291492329,0.0181461553693711,9.709489546717297,Images,30395
24129,30442,elife-30442-fig4-v2.jpg,1,11.842278003552748,133.0,0.0733333333333333,0.0232118463866406,6.405124837953327,Images,30442
24219,30506,elife-30506-fig3-v2.jpg,1,10.037474346976587,35.0,0.0337711864406779,0.0383088808385619,17.46424919657298,Images,30506
24264,30649,elife-30649-fig7-v2.jpg,1,11.81591467966975,60.0,0.1676498800959232,0.0268980943458906,26.419689627245813,Images,30649
24320,30703,elife-30703-fig3-v2.jpg,1,5.851360157209559,4.0,0.0008943089430894309,0.0192450321097998,7.0,Images,30703
24338,30760,elife-30760-fig2-v2.jpg,1,10.734978472569711,48.0,0.2720630081300813,0.0590028758998539,7.035533905932738,Images,30760
24378,30822,elife-30822-fig5-v2.jpg,1,10.977003484748552,66.0,0.0820731707317073,0.0423001975280122,15.554223420810125,Images,30822
24391,30842,elife-30842-fig1-v3.jpg,1,8.246659138530605,13.0,0.0305962059620596,0.0200613195297516,22.0,Images,30842
24400,30842,elife-30842-fig7-v2.jpg,1,12.545681312419523,9.0,0.0032497387669801,0.0701856721053015,10.198039027185567,Images,30842
24492,30947,elife-30947-fig3-v1.jpg,1,10.181093296016662,56.0,0.0702579365079365,0.0241552394420374,16.0,Images,30947
24512,30963,elife-30963-fig5-v2.jpg,1,11.394311109553298,182.0,0.0957971014492753,0.0510379118714772,4.0,Images,30963
24526,31013,elife-31013-fig5-v2.jpg,1,12.504310843023152,11.0,0.0078463648834019,0.0149921476490796,18.027756377319943,Images,31013
24733,31234,elife-31234-fig7-v2.jpg,1,10.520891832566862,35.0,0.0278908045977011,0.0298771176416311,16.401219466856727,Images,31234
24867,31476,elife-31476-fig5-v2.jpg,1,11.383708150340606,50.0,0.0213116726835138,0.0818831165757444,15.033296378372908,Images,31476
25011,31628,elife-31628-fig4-v2.jpg,1,10.406502441682036,77.0,0.0212868217054263,0.0467725369917116,21.840329667841555,Images,31628
25045,31649,elife-31649-fig2-v1.jpg,1,10.846594532874926,24.0,0.0384422921711057,0.0221750004070358,16.55294535724685,Images,31649
25139,31724,elife-31724-fig5-v2.jpg,1,20.35260402884136,93.0,0.0605483028720626,0.0535405199713889,12.124285517095505,Images,31724
25250,31873,elife-31873-fig1-v3.jpg,1,8.775820070685123,30.0,0.0211830985915492,0.1141183701456199,23.194827009486403,Images,31873
25257,31873,elife-31873-fig11-v4.jpg,1,11.52052402009024,78.0,0.1184346357935359,0.0449466936938294,32.526911934581186,Images,31873
25300,31918,elife-31918-fig4-v1.jpg,1,10.268945390304824,44.0,0.0215591397849462,0.0648067098764924,8.031128874149275,Images,31918
25414,32041,elife-32041-fig4-v1.jpg,1,9.409358962812837,45.0,0.0058623040218132,0.056943239547936,11.0,Images,32041
25491,32137,elife-32137-fig2-v1.jpg,1,10.80768135587677,110.0,0.0254444444444444,0.0361553685162473,7.0,Images,32137
25514,32167,elife-32167-fig1-v2.jpg,1,7.245923214678476,3.0,0.0025652173913043,0.0552717619039197,24.520815280171306,Images,32167
25532,32177,elife-32177-fig3-v4.jpg,1,12.10910903947695,149.0,0.064330900243309,0.0630819359170802,8.54400374531753,Images,32177
25617,32288,elife-32288-fig1-v1.jpg,1,10.843807053839916,65.0,0.0273817381738173,0.0372268315532263,16.147896409795884,Images,32288
25647,32303,elife-32303-fig2-v2.jpg,0,,,,,,Images,32303
25678,32340,elife-32340-fig3-v2.jpg,1,7.703728534972294,4.0,0.0045519713261648,0.0073911747184259,11.0,Images,32340
25750,32472,elife-32472-fig2-v2.jpg,1,10.92849379861086,5.0,0.0111711711711711,0.0444327358179638,29.410882339705484,Images,32472
25768,32481,elife-32481-fig4-v2.jpg,1,10.689580759796923,23.0,0.0268110236220472,0.0641075621491723,28.0,Images,32481
25891,32660,elife-32660-fig3-v2.jpg,1,9.948039166696834,45.0,0.054037558685446,0.0409989180335329,26.248249624028205,Images,32660
26048,32839,elife-32839-fig7-v3.jpg,1,17.373060889607252,31.0,0.0531889290012033,0.0431777636826421,12.041594578792296,Images,32839
26095,32911,elife-32911-fig4-v1.jpg,1,10.574577604621917,100.0,0.0406570512820512,0.0432222488461302,9.055385138137416,Images,32911
26241,33065,elife-33065-fig1-v1.jpg,1,11.624975124349428,53.0,0.0322738537794299,0.0980338449255025,13.152946437965904,Images,33065
26282,33099,elife-33099-fig1-v2.jpg,1,9.877265375546642,96.0,0.0236281179138321,0.0396779016542397,14.672078127395498,Images,33099
26287,33107,elife-33107-fig2-v1.jpg,1,9.5019812445091,38.0,0.0465416666666666,0.0232092415472562,16.0312195418814,Images,33107
26349,33183,elife-33183-fig3-v1.jpg,1,11.574215676710752,200.0,0.1618271604938271,0.0432309303170903,12.36931687685298,Images,33183
26463,33333,elife-33333-fig3-v2.jpg,1,10.549632018401471,21.0,0.014578313253012,0.0156373940662654,32.202484376209235,Images,33333
26473,33334,elife-33334-fig5-v1.jpg,1,11.424275739906932,17.0,0.0105567928730512,0.0186631229732833,17.26267650163207,Images,33334
26529,33420,elife-33420-fig2-v2.jpg,1,10.406070052669715,11.0,0.0008467741935483871,0.0190894744577372,19.1049731745428,Images,33420
26534,33423,elife-33423-fig10-v1.jpg,1,8.54979215392766,1.0,0.0028448275862068,0.0201656232223895,52.92447448959697,Images,33423
26543,33432,elife-33432-fig14-v2.jpg,1,10.776499854499384,35.0,0.0482078853046595,0.0910241413148519,14.212670403551895,Images,33432
26562,33456,elife-33456-fig6-v2.jpg,1,8.267990357743235,26.0,0.0051239008792965,0.0662514366897481,23.16552506059644,Images,33456
26582,33480,elife-33480-fig3-v2.jpg,1,11.707929684787434,121.0,0.0633483483483483,0.1201247875811258,19.82344135219425,Images,33480
26593,33503,elife-33503-fig3-v2.jpg,1,11.648213366706392,46.0,0.027020725388601,0.0932044208420784,23.323807579381203,Images,33503
26596,33505,elife-33505-fig1-v2.jpg,1,11.743821338219783,13.0,0.004090909090909,0.0246353049159705,13.92838827718412,Images,33505
26666,33684,elife-33684-fig5-v2.jpg,1,10.919975940410474,13.0,0.0073666666666666,0.0174916961844356,5.0,Images,33684
26683,33718,elife-33718-fig2-v2.jpg,1,10.942415217127303,18.0,0.0208695652173913,0.0819513788611992,24.186773244895647,Images,33718
26692,33752,elife-33752-fig11-v1.jpg,1,10.364157312049212,21.0,0.0017155555555555,0.0165162142561086,15.620499351813308,Images,33752
26791,33947,elife-33947-fig5-v2.jpg,1,10.64228637762296,38.0,0.0140034364261168,0.040757584934551,22.36067977499789,Images,33947
26818,33977,elife-33977-fig1-v1.jpg,1,11.9557145000079,132.0,0.0897495682210708,0.0811099663124871,21.86911905071492,Images,33977
26836,34025,elife-34025-fig6-v2.jpg,1,10.711632330806651,135.0,0.0377971014492753,0.119510753656286,15.231546211727816,Images,34025
26866,34044,elife-34044-fig6-v1.jpg,1,7.017569262421072,35.0,0.0073602484472049,0.0202434369573854,29.043059982295546,Images,34044
26971,34186,elife-34186-fig6-v2.jpg,1,11.040319540822,58.0,0.0700813871196036,0.1045824482539467,43.840620433565945,Images,34186
26974,34202,elife-34202-fig2-v1.jpg,1,10.703618208484322,45.0,0.0200259403372243,0.0556647373886297,19.1049731745428,Images,34202
27006,34241,elife-34241-fig9-v2.jpg,1,5.600438477813332,1.0,0.0005014124293785311,0.0238448122321333,34.713109915419565,Images,34241
27057,34282,elife-34282-fig4-v2.jpg,1,10.979757205325322,62.0,0.0416078431372549,0.0121697945574003,8.246211251235321,Images,34282
27124,34349,elife-34349-fig10-v2.jpg,1,11.865871278482556,184.0,0.0746009389671361,0.0829612280714636,5.0,Images,34349
27166,34389,elife-34389-fig3-v2.jpg,1,10.024295180535878,57.0,0.0939013933547695,0.0530489875882022,15.297058540778355,Images,34389
27180,34394,elife-34394-fig5-v3.jpg,1,10.784054426663698,187.0,0.0378578578578578,0.0434073246854331,20.518284528683196,Images,34394
27228,34460,elife-34460-fig2-v3.jpg,1,9.364810980787794,7.0,0.0015816993464052,0.0647242392627714,17.0146931829632,Images,34460
27318,34586,elife-34586-fig5-v1.jpg,1,10.274302126679286,113.0,0.0892847503373819,0.0842550943234382,18.384776310850235,Images,34586
27365,34681,elife-34681-fig2-v3.jpg,1,11.922190394579998,79.0,0.0821812080536912,0.0706762607914249,2.8284271247461903,Images,34681
27483,34820,elife-34820-fig3-v1.jpg,1,8.572163624887445,21.0,0.005718954248366,0.0174753777434146,18.439088914585778,Images,34820
27602,34958,elife-34958-fig3-v1.jpg,1,10.30982598949196,61.0,0.0189835858585858,0.0551565251776656,22.13594362117865,Images,34958
27612,34960,elife-34960-fig4-v2.jpg,1,10.721827661001983,17.0,0.0094426919032597,0.0287582394809368,16.278820596099706,Images,34960
27745,35103,elife-35103-fig5-v1.jpg,0,,,,,,Images,35103
27779,35176,elife-35176-fig6-v2.jpg,1,10.970964605030307,99.0,0.02971119133574,0.0339288835547276,4.47213595499958,Images,35176
27798,35222,elife-35222-fig6-v2.jpg,1,10.84743789240834,39.0,0.014140625,0.056786668458903,11.543477797989778,Images,35222
27837,35264,elife-35264-fig5-v2.jpg,1,8.931818208262158,11.0,0.008218954248366,0.0323792468896048,24.03122742963562,Images,35264
27879,35337,elife-35337-fig4-v1.jpg,1,10.487096953838588,130.0,0.0236390887290167,0.0676901925402574,5.0,Images,35337
27949,35449,elife-35449-fig4-v1.jpg,1,11.194615130183683,114.0,0.1181570512820512,0.0608194941064363,19.235384061671343,Images,35449
27993,35500,elife-35500-fig9-v1.jpg,1,10.358054059957388,59.0,0.1304996577686516,0.1437111343004892,22.56102834535696,Images,35500
28048,35618,elife-35618-fig6-v2.jpg,1,11.066557465967376,161.0,0.0849789029535865,0.0901835597283821,10.60531806158978,Images,35618
28083,35657,elife-35657-fig1-v1.jpg,1,11.71661718091352,146.0,0.0294509803921568,0.0231971534071662,6.854101966249685,Images,35657
28103,35677,elife-35677-fig1-v2.jpg,1,11.035011172749464,90.0,0.0251660280970625,0.0415939940571744,18.867962264113206,Images,35677
28217,35816,elife-35816-fig6-v1.jpg,1,11.580926554882812,111.0,0.0533636363636363,0.0411320791712112,9.848857801796104,Images,35816
28236,35832,elife-35832-fig2-v2.jpg,1,9.57404292752246,42.0,0.0174284077892325,0.0736208419522137,9.516177866780309,Images,35832
28257,35856,elife-35856-fig3-v2.jpg,1,11.553032025069225,92.0,0.0490456714383094,0.0415357061896926,22.514513866100582,Images,35856
28294,35949,elife-35949-fig2-v4.jpg,1,9.187631129287274,9.0,0.0041223556317895,0.0215212684127918,41.77319714841085,Images,35949
28319,35957,elife-35957-fig4-v1.jpg,0,,,,,,Images,35957
28375,36068,elife-36068-fig5-v1.jpg,1,10.602183537665978,25.0,0.0360342555994729,0.1043469797771795,22.825424421026653,Images,36068
28403,36131,elife-36131-fig4-v2.jpg,1,10.048803031127555,59.0,0.0167565831727681,0.0220756108000293,15.524174696260024,Images,36131
28425,36158,elife-36158-fig2-v2.jpg,1,9.684255699925904,21.0,0.0182874617737003,0.0114578728029975,12.041594578792296,Images,36158
28428,36158,elife-36158-fig6-v2.jpg,1,10.456496548105838,121.0,0.0097916666666666,0.0288535022193401,4.2976207903086205,Images,36158
28451,36217,elife-36217-fig5-v2.jpg,1,10.796065870694116,138.0,0.2924186991869918,0.0897092185153395,9.219544457292889,Images,36217
28489,36258,elife-36258-fig7-v3.jpg,1,9.0957590572249,8.0,0.0019734151329243,0.0684863071422103,53.85164807134504,Images,36258
28536,36310,elife-36310-fig3-v2.jpg,1,9.917118958880302,9.0,0.0015702479338842,0.2249561186198722,28.31178429059917,Images,36310
28700,36428,elife-36428-fig5-v2.jpg,1,13.49858780284697,53.0,0.0258089668615984,0.0410084700639076,27.29468812791236,Images,36428
28717,36456,elife-36456-fig6-v2.jpg,1,9.217329065382144,14.0,0.0032876712328767,0.0194193839338234,26.83281572999748,Images,36456
28781,36523,elife-36523-fig3-v2.jpg,1,9.25054214112282,2.0,0.0025,0.0407494366440676,36.05551275463989,Images,36523
28868,36656,elife-36656-fig3-v2.jpg,1,11.778901859356,164.0,0.023298245614035,0.0392329002112506,13.41640786499874,Images,36656
28907,36726,elife-36726-fig4-v2.jpg,1,12.16591217593058,54.0,0.0110632183908045,0.0494122804152543,3.9240959812916367,Images,36726
29076,36928,elife-36928-fig4-v1.jpg,1,11.057010252400984,63.0,0.0502761904761904,0.0291846972805852,21.298213471340272,Images,36928
29138,37018,elife-37018-fig6-v2.jpg,1,11.635152965538746,15.0,0.0167397260273972,0.0350901463294783,21.213203435596427,Images,37018
29151,37059,elife-37059-fig2-v2.jpg,1,9.26453981789706,12.0,0.0204727272727272,0.0520182961134138,15.949659973956509,Images,37059
29172,37084,elife-37084-fig5-v2.jpg,1,6.024138483823531,3.0,0.0027386541471048,0.0343804094694353,80.23383610520011,Images,37084
29179,37090,elife-37090-fig2-v3.jpg,1,11.90015211480184,111.0,0.0257657657657657,0.031427869521852,11.625958316460482,Images,37090
29193,37093,elife-37093-fig6-v2.jpg,1,11.66222211565256,118.0,0.1061086637298091,0.0885618387600707,16.0312195418814,Images,37093
29342,37275,elife-37275-fig2-v2.jpg,1,9.86742667803809,80.0,0.0312910798122065,0.0570824871959434,12.186040338165071,Images,37275
29481,37516,elife-37516-fig2-v3.jpg,1,12.214866304185977,49.0,0.0290601503759398,0.0332725226977166,11.180339887498947,Images,37516
29516,37567,elife-37567-fig1-v2.jpg,1,10.7929917476854,62.0,0.1519861431870669,0.093555540159015,28.635642126552707,Images,37567
29590,37663,elife-37663-fig4-v2.jpg,1,9.743424806628369,1.0,0.00014453477868112014,0.0196029074618614,32.34313532272676,Images,37663
29713,37819,elife-37819-fig2-v1.jpg,1,10.869280687490509,17.0,0.0058629283489096,0.0108841750305936,32.28002478313795,Images,37819
29832,37949,elife-37949-fig3-v2.jpg,1,10.689201472444031,166.0,0.1009929078014184,0.0588436311918834,7.201562118716424,Images,37949
29906,38065,elife-38065-fig4-v2.jpg,1,9.729170387844574,89.0,0.0238673557278208,0.0455648053366668,20.518284528683196,Images,38065
29945,38105,elife-38105-fig6-v2.jpg,1,11.10988713887324,159.0,0.0240175768989328,0.0459367612221392,17.189959635127877,Images,38105
30017,38187,elife-38187-fig5-v1.jpg,1,9.22127616606708,25.0,0.0169808429118773,0.0507898951784033,21.273620163774808,Images,38187
30050,38200,elife-38200-fig6-v1.jpg,1,7.825720430362352,2.0,0.0015875299760191,0.0699425502794717,19.0,Images,38200
30065,38242,elife-38242-fig10-v2.jpg,1,11.748977327812424,43.0,0.1199457994579945,0.0305508596464476,21.0,Images,38242
30130,38293,elife-38293-fig5-v2.jpg,1,9.038037328713513,5.0,0.0012405303030303,0.0599259423617655,55.65968020030299,Images,38293
30144,38309,elife-38309-fig6-v1.jpg,1,7.72434598530955,6.0,0.0064327485380116,0.0110311741797217,30.870698080866266,Images,38309
30149,38314,elife-38314-fig13-v2.jpg,1,10.205964559124352,30.0,0.0232418952618453,0.1336842800255193,28.434133056879787,Images,38314
30180,38346,elife-38346-fig4-v2.jpg,1,20.54942219901926,186.0,0.0916584564860426,0.2146010691554981,8.0,Images,38346
30213,38371,elife-38371-fig12-v1.jpg,1,10.371231169782318,33.0,0.0127960716348931,0.0196230265103618,5.0,Images,38371
30253,38446,elife-38446-fig7-v2.jpg,1,12.600915983090983,38.0,0.0259839357429718,0.0358121446462125,7.5,Images,38446
30262,38461,elife-38461-fig2-v1.jpg,1,9.87660703094207,32.0,0.066699107866991,0.0505186289917793,30.066592756745816,Images,38461
30271,38465,elife-38465-fig3-v2.jpg,1,10.463334439886594,121.0,0.0447940074906367,0.0746182461946669,6.516379626418065,Images,38465
30394,38635,elife-38635-fig3-v2.jpg,1,9.658775786561613,11.0,0.0038939393939393,0.0666019505875143,16.652121992688897,Images,38635
30468,38771,elife-38771-fig6-v1.jpg,1,10.124313306594672,62.0,0.0141666666666666,0.023750725129107,7.071067811865476,Images,38771
30484,38795,elife-38795-fig8-v2.jpg,1,11.824537664866044,11.0,0.0225431425976385,0.0385564975295789,50.69516742254631,Images,38795
30572,38856,elife-38856-fig7-v1.jpg,1,11.693603602318074,211.0,0.0809034267912772,0.0924965098737911,12.649110640673518,Images,38856
30598,38888,elife-38888-fig3-v3.jpg,1,10.98899976903414,83.0,0.1126945412311266,0.0581791151535344,17.46424919657298,Images,38888
30654,38968,elife-38968-fig5-v3.jpg,1,10.94991911437566,176.0,0.0710279001468428,0.0343920605171472,4.621320343559642,Images,38968
30683,39016,elife-39016-fig3-v2.jpg,1,10.25134849642042,200.0,0.1305128205128205,0.060183985467952,24.73863375370596,Images,39016
30697,39028,elife-39028-fig2-v2.jpg,1,17.876147858483407,38.0,0.0256696428571428,0.0789253690448821,3.5,Images,39028
30699,39028,elife-39028-fig4-v2.jpg,1,9.26558340685217,22.0,0.0065011820330969,0.0201234611916068,11.180339887498947,Images,39028
30747,39140,elife-39140-fig4-v2.jpg,1,9.520706713076509,6.0,0.0026299694189602,0.153854337506778,31.016397486117896,Images,39140
30778,39188,elife-39188-fig2-v2.jpg,1,8.816822943485098,10.0,0.0059417199715707,0.095580137595658,29.154759474226505,Images,39188
30860,39300,elife-39300-fig5-v2.jpg,1,5.658075581270111,1.0,0.0002032520325203252,0.0382376495360777,14.177403013641424,Images,39300
30912,39427,elife-39427-fig2-v3.jpg,1,6.161604571219394,5.0,0.0051592356687898,0.0436449947854882,40.36087214122113,Images,39427
30952,39495,elife-39495-fig2-v1.jpg,1,6.200856312952494,2.0,0.0005663430420711974,0.0076465881221463,34.11724276862369,Images,39495
30967,39497,elife-39497-fig7-v2.jpg,1,6.649893247263729,7.0,0.0187063492063492,0.0105304343393683,23.188779163215976,Images,39497
30975,39518,elife-39518-fig2-v2.jpg,1,10.24869704891126,122.0,0.0612453392990305,0.0656398909873602,13.45362404707371,Images,39518
30994,39575,elife-39575-fig6-v2.jpg,1,10.870911829152655,183.0,0.0754183813443072,0.0364784030664604,5.608058350989902,Images,39575
31027,39637,elife-39637-fig2-v2.jpg,1,12.795618824762178,80.0,0.0828819444444444,0.1023649265352,16.401219466856727,Images,39637
31081,39723,elife-39723-fig4-v2.jpg,1,10.922100327207716,93.0,0.0633884297520661,0.0283104741049559,8.0,Images,39723
31083,39723,elife-39723-fig5-v2.jpg,1,9.233839202196323,22.0,0.0088541666666666,0.0257208249349741,8.076473218982953,Images,39723
31098,39742,elife-39742-fig1-v3.jpg,1,17.733540920440454,77.0,0.1232636815920398,0.1228579980321329,22.36067977499789,Images,39742
31137,39813,elife-39813-fig1-v2.jpg,1,10.866300846768793,139.0,0.065273132664437,0.0876034935319894,10.770329614269007,Images,39813
31186,39981,elife-39981-fig3-v2.jpg,1,8.199122388398706,2.0,0.00037951531778692,0.0150113022778278,62.36244326399263,Images,39981
31276,40126,elife-40126-fig3-v2.jpg,1,14.060942129566907,128.0,0.0559420289855072,0.028036007207234,9.137464797715152,Images,40126
31293,40179,elife-40179-fig3-v2.jpg,1,11.12624187345502,224.0,0.2540653153153153,0.0642422056423157,18.027756377319943,Images,40179
31314,40212,elife-40212-fig4-v3.jpg,1,7.849241141667601,4.0,0.0119397993311036,0.0655204342237102,5.656854249492381,Images,40212
31330,40232,elife-40232-fig2-v2.jpg,1,11.631320153927891,80.0,0.0852961082910321,0.0541780047989011,8.54400374531753,Images,40232
31389,40325,elife-40325-fig7-v2.jpg,1,11.05302671508337,72.0,0.0377136752136752,0.0378617458555413,3.5,Images,40325
31411,40385,elife-40385-fig1-v2.jpg,1,9.482103374766202,35.0,0.0321169036334913,0.0314018029198377,10.799896639088471,Images,40385
31432,40470,elife-40470-fig9-v1.jpg,1,10.611488969308493,130.0,0.0672961630695443,0.1056459631213943,17.804493814764857,Images,40470
31488,40576,elife-40576-fig2-v2.jpg,1,10.957377992359374,21.0,0.0230268199233716,0.06043669307373,16.1245154965971,Images,40576
31493,40578,elife-40578-fig2-v2.jpg,1,8.000939009656609,8.0,0.0052035623409669,0.0892555719086076,29.882538783290407,Images,40578
31523,40670,elife-40670-fig5-v2.jpg,1,21.02168826196294,14.0,0.0088613406795224,0.0355640319815848,13.038404810405298,Images,40670
31544,40757,elife-40757-fig3-v1.jpg,1,11.407468061950087,105.0,0.0674060150375939,0.0474116728164549,11.0,Images,40757
31591,40815,elife-40815-fig5-v2.jpg,1,8.640781165086038,11.0,0.0117794486215538,0.0371584009013052,7.071067811865476,Images,40815
31597,40818,elife-40818-fig2-v2.jpg,1,10.570691854756626,94.0,0.1193859649122807,0.052561084186401,20.09975124224178,Images,40818
31624,40843,elife-40843-fig1-v2.jpg,1,9.79825967562364,39.0,0.0159766081871345,0.0378649724214419,2.8284271247461903,Images,40843
31630,40843,elife-40843-fig5-v2.jpg,1,12.00473333238137,60.0,0.0329491341991342,0.1556875308672264,20.615528128088304,Images,40843
31667,40919,elife-40919-fig4-v1.jpg,1,11.323642249864612,270.0,0.1990901960784313,0.0423963328307009,20.752939878457795,Images,40919
31688,40969,elife-40969-fig4-v2.jpg,1,6.165915406958787,2.0,0.0006865177832919768,0.0563154069919431,97.43698411311996,Images,40969
31722,40988,elife-40988-fig1-v2.jpg,0,,,,,,Images,40988
31773,41050,elife-41050-fig7-v2.jpg,1,13.736045996925226,495.0,0.0881000562113547,0.0813779589875607,22.47220505424423,Images,41050
31777,41076,elife-41076-fig4-v2.jpg,1,12.25811936104092,68.0,0.0633181357649442,0.0317736480534199,6.082762530298219,Images,41076
31780,41090,elife-41090-fig2-v1.jpg,1,11.878488235687836,58.0,0.007938856015779,0.0252113847568508,28.61817070935145,Images,41090
31795,41093,elife-41093-fig14-v1.jpg,1,9.979630404736453,44.0,0.0366995884773662,0.0792539436035825,26.570660511172846,Images,41093
31946,41301,elife-41301-fig4-v2.jpg,1,12.702283146582062,121.0,0.0431890331890331,0.020326037023796,12.36931687685298,Images,41301
31964,41313,elife-41313-fig4-v2.jpg,1,10.615146720336606,61.0,0.0412409812409812,0.0368799099966456,10.31917276804806,Images,41313
32039,41444,elife-41444-fig6-v2.jpg,1,10.033439112889306,35.0,0.0519428571428571,0.1471111920151327,17.26267650163207,Images,41444
32064,41520,elife-41520-fig2-v1.jpg,1,12.441358311553383,128.0,0.0509472934472934,0.0313771303405721,26.324783530850773,Images,41520
32124,41586,elife-41586-fig3-v2.jpg,1,9.859764390670604,47.0,0.0186947791164658,0.1016607639643573,10.403124237432849,Images,41586
32237,41770,elife-41770-fig5-v2.jpg,1,10.163436670204554,80.0,0.1102307080350039,0.0736030288301284,18.027756377319943,Images,41770
32294,41836,elife-41836-fig5-v1.jpg,0,,,,,,Images,41836
32330,41855,elife-41855-fig4-v2.jpg,1,6.3104757056544045,3.0,0.0022894736842105,0.0733160911023885,12.818881618082363,Images,41855
32347,41873,elife-41873-fig6-v2.jpg,1,11.182185329029444,1157.0,0.0590104166666666,0.1404022604754997,2.23606797749979,Images,41873
32361,41913,elife-41913-fig1-v2.jpg,1,10.448040122624407,205.0,0.056514690982776,0.0528831552031391,7.0,Images,41913
32514,42149,elife-42149-fig6-v2.jpg,1,11.262128009107329,208.0,0.049744942832014,0.0302551973540359,10.295630140987,Images,42149
32521,42150,elife-42150-fig2-v3.jpg,1,10.611954923769336,56.0,0.115367412140575,0.0861160836426944,22.80350850198276,Images,42150
32550,42182,elife-42182-fig6-v1.jpg,1,10.004258976297251,109.0,0.0942125984251968,0.0486304193183215,7.810249675906654,Images,42182
32744,42463,elife-42463-fig1-v1.jpg,1,9.832973082717396,31.0,0.037190398254228,0.0714472002584543,21.0124921972504,Images,42463
32758,42499,elife-42499-fig4-v2.jpg,1,11.159196969842387,45.0,0.0366906474820143,0.1090340761912104,15.652475842498529,Images,42499
32768,42528,elife-42528-fig6-v2.jpg,1,11.166311928468538,9.0,0.0014261168384879,0.0378769901894805,24.52163534265622,Images,42528
32812,42628,elife-42628-fig2-v3.jpg,1,15.07350000320678,8.0,0.0182709447415329,0.1334793803487017,22.56102834535696,Images,42628
32829,42628,elife-42628-fig8-v4.jpg,1,11.456818024102658,36.0,0.0395710455764075,0.0880817348896131,24.35159132377184,Images,42628
32830,42633,elife-42633-fig1-v1.jpg,1,11.593870773976445,34.0,0.0186403508771929,0.0532090508839969,16.15549442140351,Images,42633
32958,42746,elife-42746-fig5-v2.jpg,1,11.084379720733343,57.0,0.0131870810481413,0.0452582133099212,17.504572174425057,Images,42746
32967,42747,elife-42747-fig3-v1.jpg,1,10.248615140083126,95.0,0.053088023088023,0.0544391031928742,11.04536101718726,Images,42747
33088,42930,elife-42930-fig6-v2.jpg,1,9.980832214976854,26.0,0.0167781908302354,0.0211273644594706,27.0,Images,42930
33092,42940,elife-42940-fig5-v1.jpg,1,11.069841439887162,135.0,0.041622934888241,0.0908321074138498,10.737985014242977,Images,42940
